offer expiration,income_range,no_visited_Cold drinks,travelled_more_than_15mins_for_offer,Restaur_spend_less_than20,Marital Status,restaurant type,age,Prefer western over chinese,travelled_more_than_25mins_for_offer,travelled_more_than_5mins_for_offer,no_visited_bars,gender,car,restuarant_same_direction_house,Cooks regularly,Customer type,Qualification,is foodie,no_Take-aways,Job/Job Industry,restuarant_opposite_direction_house,has Children,visit restaurant with rating (avg),temperature,Restaur_spend_greater_than20,Travel Time,Climate,drop location,Prefer home food,Offer Accepted
10hours,₹75000 - ₹87499,less1,0,4~8,Single,Cold drinks,21,1,0,1,gt8,Female,,0,1,With Colleagues,Bachelors degree,1,gt8,Arts Design Entertainment Sports & Media,1,0,0,67,never,14,Winter,Location A,1,No
2days,Less than ₹12500,never,1,never,Single,Take-away restaurant,50plus,0,0,1,never,Female,,0,1,With Kids,Associates degree,0,less1,Retired,1,1,1,40,never,22,Summer,Location A,1,Yes
2days,₹100000 or More,4~8,1,less1,Married partner,Take-away restaurant,36,1,0,1,never,Female,,0,1,With Colleagues,Bachelors degree,1,1~3,Business & Financial,1,1,1,40,1~3,14,Spring,Location A,0,Yes
10hours,₹50000 - ₹62499,never,1,less1,Unmarried partner,2 star restaurant,31,0,1,1,never,Female,,0,0,Individual,Graduate degree (Masters or Doctorate),1,less1,Life Physical Social Science,1,1,3,67,never,7,Summer,Location A,0,No
10hours,₹12500 - ₹24999,4~8,0,gt8,Married partner,Restaurant with pub,50plus,0,0,1,less1,Female,,0,1,With Colleagues,Bachelors degree,1,4~8,Education&Training&Library,1,1,1,89,less1,18,Spring,Location A,0,Yes
2days,₹100000 or More,1~3,0,1~3,Married partner,Restaurant with pub,50plus,1,0,1,less1,Male,,0,1,Individual,Some college - no degree,0,4~8,Business & Financial,1,1,4,40,1~3,18,Summer,Location B,1,Yes
2days,₹50000 - ₹62499,4~8,0,4~8,Single,Restaurant with pub,31,0,0,1,1~3,Male,,1,1,Individual,Some college - no degree,1,4~8,Transportation & Material Moving,0,0,1,89,1~3,7,Spring,Location B,1,Yes
2days,₹37500 - ₹49999,less1,1,1~3,Married partner,Cold drinks,46,1,1,1,less1,Female,,0,1,Individual,High School Graduate,1,1~3,Transportation & Material Moving,1,1,0,67,never,7,Winter,Location C,1,No
2days,₹62500 - ₹74999,never,0,1~3,Single,Restaurant with pub,26,0,0,1,4~8,Male,,0,0,Individual,Bachelors degree,1,4~8,Unemployed,1,0,2,89,less1,14,Winter,Location A,1,No
2days,₹100000 or More,gt8,1,gt8,Single,Cold drinks,21,1,0,1,4~8,Male,,0,0,With Colleagues,Bachelors degree,1,4~8,Student,1,0,4,67,1~3,18,Summer,Location A,1,Yes
10hours,Less than ₹12500,1~3,1,,Unmarried partner,2 star restaurant,21,0,1,1,never,Female,,0,1,Individual,Some college - no degree,0,4~8,Food Preparation & Serving Related,1,1,0,89,4~8,22,Spring,Location B,0,Yes
10hours,₹37500 - ₹49999,less1,0,4~8,Married partner,Cold drinks,31,1,0,1,1~3,Male,,0,0,Individual,Bachelors degree,0,4~8,Life Physical Social Science,1,1,2,89,never,18,Winter,Location A,0,Yes
2days,₹37500 - ₹49999,less1,1,1~3,Married partner,Take-away restaurant,46,1,0,1,less1,Female,,0,0,With Colleagues,High School Graduate,0,1~3,Transportation & Material Moving,1,1,1,40,never,22,Summer,Location A,1,Yes
2days,₹75000 - ₹87499,less1,0,1~3,Single,2 star restaurant,31,1,0,1,never,Male,,0,1,Individual,Associates degree,1,4~8,Arts Design Entertainment Sports & Media,1,0,3,67,1~3,7,Summer,Location C,0,Yes
10hours,₹25000 - ₹37499,4~8,0,gt8,Married partner,Cold drinks,46,0,0,1,never,Male,,0,0,With Colleagues,Associates degree,1,1~3,Management,1,0,1,67,gt8,10,Winter,Location A,1,Yes
2days,₹62500 - ₹74999,less1,0,1~3,Unmarried partner,2 star restaurant,46,0,0,1,never,Male,,0,1,Individual,Bachelors degree,1,4~8,Business & Financial,1,1,0,67,never,7,Summer,Location C,0,Yes
2days,₹12500 - ₹24999,never,0,less1,Unmarried partner,2 star restaurant,31,1,0,1,never,Female,,0,0,With Colleagues,Some college - no degree,0,1~3,Student,0,1,0,67,never,7,Summer,Location A,0,Yes
10hours,Less than ₹12500,1~3,0,less1,Unmarried partner,Take-away restaurant,26,1,0,1,4~8,Female,,0,0,With Kids,Some college - no degree,1,1~3,Production Occupations,1,0,0,67,less1,10,Summer,Location A,1,Yes
2days,Less than ₹12500,gt8,0,less1,Married partner,Cold drinks,50plus,1,0,1,1~3,Female,,0,1,With Colleagues,Some college - no degree,1,1~3,Computer & Mathematical,1,1,3,67,less1,22,Summer,Location C,1,Yes
10hours,Less than ₹12500,1~3,0,1~3,Unmarried partner,2 star restaurant,21,1,0,1,1~3,Female,,0,1,With Colleagues,Some college - no degree,0,4~8,Student,1,0,2,89,less1,7,Summer,Location C,0,Yes
2days,₹37500 - ₹49999,4~8,0,gt8,Divorced,Take-away restaurant,50plus,0,0,1,1~3,Male,,0,1,With Kids,Some college - no degree,1,4~8,Production Occupations,1,1,2,40,4~8,10,Spring,Location A,0,Yes
10hours,Less than ₹12500,less1,1,less1,Single,Restaurant with pub,26,0,0,1,less1,Male,,0,0,Individual,Associates degree,0,1~3,Unemployed,1,0,2,40,less1,18,Summer,Location B,0,No
10hours,Less than ₹12500,1~3,0,4~8,Unmarried partner,Restaurant with pub,21,1,0,1,less1,Male,,0,1,With Kids,Some college - no degree,0,4~8,Student,1,0,4,40,never,10,Spring,Location B,1,No
10hours,₹12500 - ₹24999,1~3,1,4~8,Unmarried partner,2 star restaurant,46,0,0,1,4~8,Male,,0,1,With Family,Bachelors degree,0,1~3,Computer & Mathematical,1,0,3,40,1~3,18,Summer,Location B,1,Yes
10hours,₹100000 or More,1~3,1,4~8,Married partner,2 star restaurant,26,0,0,1,1~3,Male,,1,0,With Family,Bachelors degree,0,4~8,Computer & Mathematical,0,1,2,67,less1,7,Winter,Location C,1,No
2days,₹37500 - ₹49999,gt8,1,gt8,Single,Take-away restaurant,31,0,0,1,gt8,Male,,1,0,Individual,High School Graduate,1,gt8,Management,0,1,2,89,gt8,14,Spring,Location B,0,Yes
10hours,₹100000 or More,less1,0,1~3,Unmarried partner,4 star restaurant,46,0,0,1,never,Female,,0,1,Individual,Graduate degree (Masters or Doctorate),0,less1,Unemployed,1,0,2,40,less1,22,Spring,Location B,1,No
10hours,₹50000 - ₹62499,never,0,4~8,Unmarried partner,Restaurant with pub,26,1,0,1,1~3,Female,,1,1,Individual,Some college - no degree,1,4~8,Office & Administrative Support,0,0,0,89,less1,7,Summer,Location A,0,No
2days,₹100000 or More,less1,1,4~8,Married partner,Cold drinks,31,1,0,1,less1,Female,,0,0,Individual,Some college - no degree,1,gt8,Computer & Mathematical,1,0,3,89,less1,10,Summer,Location B,1,Yes
10hours,₹50000 - ₹62499,1~3,1,1~3,Married partner,Restaurant with pub,36,1,0,1,,Female,,0,0,With Colleagues,Bachelors degree,1,4~8,Education&Training&Library,1,1,1,89,1~3,10,Winter,Location C,1,No
10hours,₹75000 - ₹87499,less1,1,4~8,Single,4 star restaurant,21,0,0,1,gt8,Female,,0,0,With Family,Bachelors degree,1,1~3,Sales & Related,0,1,1,67,less1,18,Summer,Location A,1,Yes
2days,Less than ₹12500,1~3,1,1~3,Single,2 star restaurant,26,1,0,1,1~3,Male,,0,0,Individual,Some college - no degree,1,4~8,Computer & Mathematical,1,0,3,89,less1,22,Summer,Location B,0,Yes
2days,₹87500 - ₹99999,4~8,1,4~8,Married partner,Take-away restaurant,36,1,0,1,1~3,Female,,1,0,With Kids,Graduate degree (Masters or Doctorate),1,4~8,Healthcare Practitioners & Technical,0,1,2,67,1~3,10,Spring,Location C,1,Yes
2days,₹62500 - ₹74999,gt8,0,4~8,Single,2 star restaurant,26,1,0,1,1~3,Male,,0,0,Individual,Graduate degree (Masters or Doctorate),0,4~8,Computer & Mathematical,1,0,4,67,1~3,22,Summer,Location A,0,No
10hours,₹25000 - ₹37499,1~3,1,1~3,Single,Take-away restaurant,21,0,0,1,less1,Female,,0,0,Individual,High School Graduate,0,4~8,Unemployed,1,0,3,89,less1,14,Summer,Location A,1,Yes
10hours,₹50000 - ₹62499,never,1,less1,Single,Take-away restaurant,21,1,0,1,never,Male,,0,1,Individual,Graduate degree (Masters or Doctorate),0,1~3,Computer & Mathematical,1,0,4,67,never,14,Summer,Location C,0,Yes
10hours,₹100000 or More,never,1,gt8,Married partner,Take-away restaurant,31,0,0,1,less1,Male,,1,0,Individual,Bachelors degree,1,4~8,Business & Financial,0,1,4,89,less1,18,Winter,Location B,0,Yes
2days,₹37500 - ₹49999,less1,0,gt8,Single,Take-away restaurant,26,1,0,1,never,Female,,1,0,With Family,Some college - no degree,0,1~3,Healthcare Support,0,0,1,67,gt8,7,Winter,Location B,1,Yes
10hours,₹75000 - ₹87499,4~8,1,1~3,Married partner,Cold drinks,41,0,0,1,less1,Male,,0,1,Individual,Graduate degree (Masters or Doctorate),0,gt8,Computer & Mathematical,1,1,0,40,less1,18,Spring,Location B,0,No
2days,₹100000 or More,never,1,4~8,Married partner,Take-away restaurant,50plus,0,0,1,less1,Female,,0,0,Individual,Graduate degree (Masters or Doctorate),1,gt8,Legal,1,1,4,67,1~3,7,Winter,Location A,0,Yes
2days,₹87500 - ₹99999,1~3,0,1~3,Unmarried partner,Cold drinks,21,0,0,1,1~3,Female,,0,0,With Kids,Bachelors degree,0,1~3,Management,1,0,2,89,1~3,10,Winter,Location A,1,Yes
10hours,₹50000 - ₹62499,less1,0,less1,Married partner,Restaurant with pub,26,1,0,1,less1,Male,,0,0,Individual,Bachelors degree,1,1~3,Computer & Mathematical,1,0,1,40,less1,22,Spring,Location B,0,No
10hours,₹37500 - ₹49999,,1,1~3,Married partner,Restaurant with pub,26,1,0,1,never,Male,,0,1,With Colleagues,Bachelors degree,1,1~3,Education&Training&Library,1,0,4,89,less1,14,Summer,Location A,1,No
2days,₹12500 - ₹24999,4~8,1,4~8,Divorced,2 star restaurant,50plus,1,1,1,1~3,Female,,0,0,Individual,Graduate degree (Masters or Doctorate),1,4~8,Retired,1,1,3,67,less1,7,Summer,Location C,0,Yes
2days,₹75000 - ₹87499,never,0,1~3,Married partner,2 star restaurant,31,1,0,1,less1,Male,,1,0,With Family,Bachelors degree,0,1~3,Architecture & Engineering,0,0,2,89,1~3,7,Summer,Location B,0,Yes
2days,₹87500 - ₹99999,never,1,1~3,Married partner,Cold drinks,50plus,0,0,1,never,Male,,0,0,Individual,Bachelors degree,0,less1,Computer & Mathematical,1,1,0,67,1~3,18,Summer,Location A,0,No
2days,₹12500 - ₹24999,1~3,0,gt8,Single,Cold drinks,21,1,0,1,less1,Male,,0,1,With Kids,Bachelors degree,0,gt8,Computer & Mathematical,1,0,0,89,1~3,22,Spring,Location A,1,Yes
2days,₹25000 - ₹37499,never,0,1~3,Single,Take-away restaurant,21,1,0,1,never,Female,,0,1,Individual,Bachelors degree,1,less1,Architecture & Engineering,1,0,3,67,never,14,Summer,Location A,1,Yes
2days,₹37500 - ₹49999,never,1,less1,Married partner,Take-away restaurant,31,0,0,1,never,Female,,0,1,With Family,Bachelors degree,1,1~3,Computer & Mathematical,1,0,3,67,never,14,Summer,Location C,0,No
10hours,₹37500 - ₹49999,4~8,1,4~8,Single,2 star restaurant,50plus,0,0,1,1~3,Female,,0,1,With Colleagues,Graduate degree (Masters or Doctorate),1,4~8,Arts Design Entertainment Sports & Media,1,0,3,89,1~3,7,Spring,Location A,0,No
10hours,₹87500 - ₹99999,never,1,1~3,Married partner,Cold drinks,50plus,1,1,1,never,Male,,0,1,Individual,Some college - no degree,1,1~3,Retired,1,1,0,67,less1,18,Summer,Location C,1,No
2days,₹100000 or More,never,0,1~3,Single,Cold drinks,26,1,0,1,1~3,Male,,1,1,Individual,Some college - no degree,1,4~8,Unemployed,0,0,2,40,less1,7,Winter,Location C,0,No
10hours,Less than ₹12500,less1,1,4~8,Married partner,Cold drinks,50plus,1,0,1,never,Female,,0,0,Individual,Some college - no degree,0,gt8,Arts Design Entertainment Sports & Media,1,0,4,89,less1,7,Summer,Location C,1,No
10hours,₹12500 - ₹24999,less1,1,4~8,Unmarried partner,4 star restaurant,26,0,0,1,never,Male,,1,1,Individual,Some college - no degree,0,1~3,Unemployed,0,0,0,67,less1,7,Summer,Location B,1,No
2days,Less than ₹12500,1~3,1,1~3,Single,4 star restaurant,21,1,0,1,4~8,Male,,0,1,With Colleagues,Some college - no degree,1,4~8,Student,1,0,2,67,less1,10,Winter,Location A,0,Yes
2days,₹62500 - ₹74999,1~3,1,1~3,Unmarried partner,4 star restaurant,31,0,0,1,never,Female,,0,0,With Family,Bachelors degree,0,4~8,Computer & Mathematical,1,1,2,67,1~3,18,Summer,Location B,0,No
10hours,₹25000 - ₹37499,never,0,less1,Single,2 star restaurant,21,1,0,1,never,Male,,0,1,With Colleagues,Bachelors degree,0,gt8,Protective Service,1,0,0,89,less1,22,Summer,Location A,1,Yes
10hours,₹12500 - ₹24999,1~3,1,1~3,Unmarried partner,Restaurant with pub,31,0,1,1,1~3,Female,,0,1,Individual,Some High School,1,4~8,Computer & Mathematical,1,0,0,89,less1,7,Winter,Location C,0,Yes
10hours,₹100000 or More,4~8,1,4~8,Married partner,Take-away restaurant,31,0,0,1,1~3,Female,,1,0,With Kids,Some college - no degree,1,gt8,Management,0,0,0,89,1~3,18,Summer,Location B,1,No
2days,₹25000 - ₹37499,1~3,1,4~8,Married partner,Take-away restaurant,31,1,1,1,never,Male,,0,1,With Colleagues,Graduate degree (Masters or Doctorate),1,4~8,Education&Training&Library,1,1,0,89,less1,7,Spring,Location C,1,Yes
10hours,₹100000 or More,less1,1,1~3,Single,4 star restaurant,below21,1,0,1,never,Female,,0,0,Individual,Some college - no degree,0,,Unemployed,1,1,4,40,1~3,7,Summer,Location A,1,Yes
10hours,₹12500 - ₹24999,1~3,1,4~8,Single,4 star restaurant,36,1,0,1,4~8,Female,,0,1,With Kids,Some college - no degree,0,4~8,Healthcare Practitioners & Technical,1,1,1,89,less1,22,Winter,Location B,1,Yes
10hours,₹100000 or More,4~8,0,1~3,Married partner,4 star restaurant,46,0,0,1,1~3,Female,,0,0,Individual,Bachelors degree,0,4~8,Management,1,0,0,89,never,22,Summer,Location C,1,Yes
10hours,₹100000 or More,1~3,0,gt8,Single,Cold drinks,36,0,0,1,less1,Male,,0,0,Individual,Bachelors degree,1,gt8,Business & Financial,1,0,3,40,1~3,18,Summer,Location B,1,No
10hours,Less than ₹12500,less1,1,4~8,Single,Take-away restaurant,31,0,0,1,4~8,Female,,1,0,Individual,Bachelors degree,1,1~3,Healthcare Practitioners & Technical,0,0,0,67,1~3,7,Winter,Location B,1,Yes
10hours,₹75000 - ₹87499,never,1,4~8,Single,Cold drinks,46,0,0,1,never,Female,,0,1,Individual,Graduate degree (Masters or Doctorate),0,gt8,Management,1,1,0,67,less1,7,Summer,Location C,0,No
10hours,₹37500 - ₹49999,less1,0,1~3,Single,2 star restaurant,26,1,1,1,4~8,Male,,0,0,Individual,Associates degree,1,gt8,Architecture & Engineering,0,0,2,67,1~3,7,Summer,Location C,0,No
2days,₹12500 - ₹24999,4~8,0,1~3,Divorced,Take-away restaurant,41,1,0,1,4~8,Male,,1,0,Individual,Associates degree,1,1~3,Arts Design Entertainment Sports & Media,0,1,3,89,less1,7,Winter,Location B,0,Yes
10hours,₹62500 - ₹74999,1~3,1,1~3,Married partner,Cold drinks,46,1,1,1,never,Male,,0,0,Individual,Some college - no degree,0,4~8,Computer & Mathematical,1,1,2,67,1~3,7,Summer,Location A,1,Yes
2days,₹12500 - ₹24999,less1,1,4~8,Single,Cold drinks,50plus,0,0,1,never,Male,,0,0,Individual,Some college - no degree,0,less1,Sales & Related,1,0,3,67,less1,7,Summer,Location C,0,No
10hours,₹37500 - ₹49999,1~3,1,4~8,Married partner,Restaurant with pub,31,0,0,1,less1,Female,,0,1,With Colleagues,Some college - no degree,0,gt8,Construction & Extraction,0,0,1,67,less1,18,Summer,Location A,1,Yes
2days,₹25000 - ₹37499,gt8,1,less1,Married partner,Cold drinks,36,1,0,1,never,Female,,0,1,Individual,Some college - no degree,1,4~8,Healthcare Practitioners & Technical,1,0,1,67,less1,7,Summer,Location C,1,Yes
2days,₹50000 - ₹62499,gt8,1,gt8,Single,Cold drinks,21,1,0,1,less1,Female,,0,0,Individual,Bachelors degree,0,gt8,Business & Financial,1,0,4,67,4~8,10,Winter,Location A,1,Yes
2days,₹62500 - ₹74999,4~8,0,1~3,Single,4 star restaurant,21,0,0,1,4~8,Male,,1,1,Individual,Bachelors degree,1,1~3,Student,0,0,1,40,less1,18,Spring,Location B,0,Yes
10hours,Less than ₹12500,1~3,1,4~8,Married partner,Take-away restaurant,21,0,0,1,less1,Female,,0,0,With Family,Some college - no degree,0,1~3,Student,1,0,4,89,1~3,14,Summer,Location B,0,No
2days,₹50000 - ₹62499,1~3,0,4~8,Married partner,4 star restaurant,31,0,0,1,less1,Female,,1,1,With Kids,Some college - no degree,1,4~8,Education&Training&Library,0,1,2,67,less1,18,Summer,Location B,1,Yes
2days,₹62500 - ₹74999,gt8,1,gt8,Single,Take-away restaurant,36,0,0,1,less1,Female,,0,1,With Colleagues,Graduate degree (Masters or Doctorate),0,4~8,Arts Design Entertainment Sports & Media,1,1,0,67,1~3,7,Winter,Location C,1,Yes
10hours,₹50000 - ₹62499,gt8,0,gt8,Single,Cold drinks,31,1,0,1,gt8,Male,,0,0,With Colleagues,High School Graduate,1,gt8,Management,1,1,1,89,gt8,10,Winter,Location A,0,No
2days,₹87500 - ₹99999,less1,1,1~3,Unmarried partner,Cold drinks,21,1,0,1,less1,Male,,0,0,With Kids,Some college - no degree,0,less1,Management,1,1,1,67,less1,18,Summer,Location C,1,Yes
2days,₹62500 - ₹74999,never,1,1~3,Married partner,4 star restaurant,36,0,0,1,never,Male,,1,1,Individual,Some college - no degree,1,less1,Transportation & Material Moving,0,0,2,89,1~3,7,Spring,Location B,0,No
10hours,₹75000 - ₹87499,4~8,0,less1,Married partner,Take-away restaurant,36,0,0,1,less1,Female,,0,0,Individual,Bachelors degree,1,less1,Education&Training&Library,1,1,2,89,less1,10,Winter,Location A,0,Yes
10hours,₹37500 - ₹49999,never,0,1~3,Single,Cold drinks,21,1,1,1,less1,Female,,1,1,Individual,Some college - no degree,0,less1,Education&Training&Library,1,0,1,40,less1,18,Summer,Location B,0,No
2days,₹25000 - ₹37499,never,1,1~3,Married partner,Cold drinks,41,0,0,1,never,Male,,0,1,With Family,Some college - no degree,1,1~3,Business & Financial,1,0,4,67,less1,22,Summer,Location A,1,No
10hours,₹100000 or More,4~8,1,4~8,Married partner,Cold drinks,31,1,0,1,never,Female,,0,1,Individual,Bachelors degree,0,4~8,Unemployed,1,1,4,67,less1,10,Summer,Location A,0,Yes
2days,₹25000 - ₹37499,gt8,1,4~8,Single,2 star restaurant,26,1,0,1,4~8,Male,,0,0,With Kids,Graduate degree (Masters or Doctorate),1,gt8,Management,1,0,0,40,less1,14,Summer,Location C,1,No
2days,₹50000 - ₹62499,1~3,1,1~3,Married partner,2 star restaurant,36,1,0,1,,Female,,0,1,With Family,Bachelors degree,0,4~8,Education&Training&Library,1,1,4,89,1~3,10,Summer,Location A,1,Yes
2days,₹37500 - ₹49999,less1,1,1~3,Married partner,Restaurant with pub,21,0,0,1,never,Female,,1,1,With Colleagues,Bachelors degree,0,1~3,Unemployed,0,1,4,67,less1,22,Summer,Location C,1,Yes
10hours,₹12500 - ₹24999,never,0,1~3,Married partner,2 star restaurant,50plus,1,0,1,less1,Female,,0,1,With Family,Associates degree,1,4~8,Management,0,0,2,40,less1,10,Summer,Location A,0,Yes
2days,Less than ₹12500,1~3,0,4~8,Unmarried partner,Restaurant with pub,21,0,0,1,less1,Female,,0,1,With Kids,Some college - no degree,0,4~8,Student,1,0,2,89,1~3,14,Summer,Location B,0,Yes
10hours,₹50000 - ₹62499,1~3,1,1~3,Unmarried partner,4 star restaurant,26,0,0,1,1~3,Female,,0,0,With Family,Bachelors degree,1,1~3,Education&Training&Library,1,0,3,89,1~3,18,Summer,Location A,1,No
10hours,₹75000 - ₹87499,never,0,1~3,Married partner,2 star restaurant,36,1,0,1,less1,Female,,1,1,Individual,Associates degree,0,4~8,Healthcare Practitioners & Technical,0,1,0,89,less1,7,Summer,Location C,1,Yes
2days,₹100000 or More,never,1,less1,Married partner,Restaurant with pub,36,1,0,1,less1,Male,,0,1,With Colleagues,Bachelors degree,1,1~3,Computer & Mathematical,1,1,3,67,less1,7,Summer,Location A,0,No
2days,₹100000 or More,never,1,never,Single,Cold drinks,21,1,0,1,never,Female,,1,1,Individual,High School Graduate,0,less1,Unemployed,0,0,1,89,never,22,Summer,Location C,1,Yes
2days,₹37500 - ₹49999,less1,0,less1,Single,4 star restaurant,46,0,0,1,never,Female,,1,0,Individual,Bachelors degree,0,less1,Arts Design Entertainment Sports & Media,0,0,0,67,never,18,Summer,Location B,0,No
2days,₹100000 or More,never,0,1~3,Single,Take-away restaurant,26,0,0,1,1~3,Male,,0,1,Individual,Some college - no degree,0,4~8,Unemployed,1,0,0,89,less1,22,Spring,Location B,1,Yes
2days,₹37500 - ₹49999,less1,0,1~3,Unmarried partner,Cold drinks,26,1,0,1,less1,Female,,0,1,With Colleagues,Some college - no degree,0,less1,Management,1,0,1,67,less1,14,Summer,Location A,1,Yes
10hours,₹50000 - ₹62499,never,1,1~3,Married partner,Cold drinks,50plus,1,0,1,never,Female,,0,0,Individual,Bachelors degree,0,1~3,Construction & Extraction,1,0,3,89,1~3,7,Summer,Location C,0,No
2days,₹87500 - ₹99999,4~8,0,less1,Married partner,Cold drinks,31,0,0,1,never,Female,,0,1,Individual,Associates degree,1,4~8,Student,1,1,0,89,less1,10,Summer,Location A,1,Yes
2days,₹87500 - ₹99999,1~3,0,4~8,Married partner,4 star restaurant,41,1,0,1,less1,Male,,0,0,With Family,Some college - no degree,1,4~8,Arts Design Entertainment Sports & Media,1,0,2,89,less1,22,Summer,Location C,1,No
10hours,₹50000 - ₹62499,less1,1,less1,Married partner,4 star restaurant,50plus,0,0,1,less1,Male,,0,0,With Colleagues,Graduate degree (Masters or Doctorate),1,less1,Retired,1,0,2,89,less1,22,Summer,Location C,1,Yes
10hours,₹87500 - ₹99999,less1,1,1~3,Married partner,4 star restaurant,26,0,0,1,never,Male,Mazda5,0,1,With Colleagues,Bachelors degree,0,1~3,Computer & Mathematical,1,1,1,89,less1,18,Summer,Location A,0,No
2days,₹50000 - ₹62499,never,0,4~8,Single,Cold drinks,21,0,0,1,less1,Male,,0,1,Individual,Associates degree,0,1~3,Sales & Related,1,0,0,40,less1,10,Summer,Location C,0,No
2days,₹37500 - ₹49999,1~3,1,1~3,Single,Take-away restaurant,21,0,0,1,less1,Male,,1,0,With Colleagues,Bachelors degree,1,4~8,Student,0,0,1,89,less1,7,Summer,Location B,0,No
2days,₹62500 - ₹74999,less1,1,4~8,Single,Cold drinks,46,1,0,1,never,Female,,0,1,Individual,Graduate degree (Masters or Doctorate),0,1~3,Computer & Mathematical,1,1,2,89,less1,10,Summer,Location A,0,Yes
